INFOCODE,TICKER,DSMNEM,SEDOL,DSQTNAME,DSCMPYNAME,TYPECODE,PRIMARYEXCHANGEMIC,PRIMARYEXCHANGENAME,CURRENCY,STATUSCODE,ISACTIVE,LISTINGSTARTDATE,DELISTDATE
275280,NAVI,@NAVI,BLP5GX1,NAVIENT,NAVIENT CORPORATION,EQ,XNGS,NASDAQ Glb Slc Mkt,USD,A,True,2014-04-17T00:00:00,
275281,WB,@WB,BLLJ4H7,WEIBO ADR 1:1,WEIBO CORP.,ADR,XNGS,NASDAQ Glb Slc Mkt,USD,A,True,2014-04-17T00:00:00,
275282,SABR,@SABR,BLLHH27,SABRE,SABRE CORPORATION,EQ,XNGS,NASDAQ Glb Slc Mkt,USD,A,True,2014-04-17T00:00:00,
275283,SPWH,@SPWH,BLM7DY0,SPORTSMANS WHSE.HDG.,SPORTSMAN S WHSE.HDG.,EQ,XNGS,NASDAQ Glb Slc Mkt,USD,A,True,2014-04-17T00:00:00,
275284,LEJUY,@LEJUY,BQ3S5K7,LEJU HOLDINGS ADR (OTC) 1:10,LEJU HOLDINGS LTD.,ADR,EXPM,OTC Expert Mkt,USD,A,True,2014-04-17T00:00:00,
275285,IMUX,@IMUX,BW0TQJ1,IMMUNIC,IMMUNIC INCO.,EQ,XNCM,NASDAQ SE Capitl Mkt,USD,A,True,2014-04-17T00:00:00,
275355,AGFS,@AGFS,BZ0G154,AGROFRESH SOLUTIONS DEAD - DELIST.03/04/23,AGROFRESH SLTN.INCO.,EQ,XNGS,NASDAQ Glb Slc Mkt,USD,D,False,2014-04-24T00:00:00,2023-04-03T00:00:00
275370,EVARF,@EVARF,BL25F15,LOMBARD MEDICAL,LOMBARD MEDICAL INCO.,EQ,EXPM,OTC Expert Mkt,USD,A,True,2014-04-25T00:00:00,
275371,QTNTU,@QTNTU,BLWDX93,QUOTIENT UNIT DEAD - DELIST.27/05/14,QUOTIENT LTD.,EQ,XNMS,NASDAQ SE Glb Mkt,USD,D,False,2014-04-25T00:00:00,2014-05-27T00:00:00
275426,BGSF,U:BGSF,BLDD8L9,BGSF,BGSF INCO.,EQ,XNYS,New York SE,USD,A,True,2014-04-29T00:00:00,
275479,GSPRK,U:GSPRK,BLTV2N7,GOLDMAN SACHS GROUP DS DEAD - DELIST.17/05/24,THE GOLDMAN SACHS GPIN.,EQ,XNYS,New York SE,USD,D,False,2014-04-23T00:00:00,2024-05-17T00:00:00
275484,ALDX,@ALDX,BLD36T3,ALDEYRA THERAPEUTICS,ALDEYRA THERP.INCO.,EQ,XNCM,NASDAQ SE Capitl Mkt,USD,A,True,2014-05-02T00:00:00,
275485,ARES,U:ARES,BF14BT1,ARES MANAGEMENT A,ARES MAN.CORP.,EQ,XNYS,New York SE,USD,A,True,2014-05-02T00:00:00,
275486,FRSH,@FRSH,BLTVX89,PAPA MURPHYS HOLDINGS DEAD - DELIST.24/05/19,PAPA MURPHYS HDG.INCO.,EQ,XNGS,NASDAQ Glb Slc Mkt,USD,D,False,2014-05-02T00:00:00,2019-05-24T00:00:00
275487,SCYX,@SCYX,BXGPXX3,SCYNEXIS,SCYNEXIS INCO.,EQ,XNCM,NASDAQ SE Capitl Mkt,USD,A,True,2014-05-02T00:00:00,
275502,BIVI,@BIVI,BVMN1T9,BIOVIE A,BIOVIE INCORPORATED,EQ,XNCM,NASDAQ SE Capitl Mkt,USD,A,True,2014-05-05T00:00:00,
275557,GLOP,U:GLOP,BM67GH7,GASLOG PARTNERS UNIT DEAD - DELIST.13/07/23,GASLOG PARTNERS LP.,EQ,XNYS,New York SE,USD,D,False,2014-05-07T00:00:00,2023-07-13T00:00:00
275590,KTWO,@KTWO,BLTVX90,K2M GROUP HOLDINGS DEAD - DELIST.12/11/18,K2M GROUP HOLDINGS INCO.,EQ,XNGS,NASDAQ Glb Slc Mkt,USD,D,False,2014-05-08T00:00:00,2018-11-12T00:00:00
275592,ALDR,@ALDR,BLZHCS4,ALDER BIOPHARMACEUTICALS DEAD - DELIST.23/10/19,ALDER BIOPH.INCO.,EQ,XNMS,NASDAQ SE Glb Mkt,USD,D,False,2014-05-08T00:00:00,2019-10-23T00:00:00
275593,CMCM,U:CMCM,BP80ZJ0,CHEETAH MOBILE ADR 1:50,CHEETAH MOBILE INCO.,ADR,XNYS,New York SE,USD,A,True,2014-05-08T00:00:00,
275595,LPG,U:LPG,BM4QJF5,DORIAN LPG,DORIAN LPG LTD.,EQ,XNYS,New York SE,USD,A,True,2014-05-08T00:00:00,
275608,PBFX,U:PBFX,BM7SDY5,PBF LOGISTIC DEAD - DELIST.01/12/22,PBF LOGISTIC LP.,EQ,XNYS,New York SE,USD,D,False,2014-05-09T00:00:00,2022-12-01T00:00:00
275609,TOUR,@TOUR,BMWCQN2,TUNIU ADR 1:30,TUNIU CORP.,ADR,XNCM,NASDAQ SE Capitl Mkt,USD,A,True,2014-05-09T00:00:00,
275610,OXBR,@OXBR,BMJ14L6,OXBRIDGE RE HOLDINGS,OXBRIDGE RE HDG.LTD.,EQ,XNCM,NASDAQ SE Capitl Mkt,USD,A,True,2014-05-09T00:00:00,
275891,SILO,@SILO,BV3PXS7,SILO PHARMA,SILO PHA.INCO. PRE-REIN.,EQ,XNCM,NASDAQ SE Capitl Mkt,USD,A,True,2014-05-13T00:00:00,
275908,SFBS,U:SFBS,BMH0MP5,SERVISFIRST BANCSHARES,SERVISFIRST BCSH.INCO.,EQ,XNYS,New York SE,USD,A,True,2014-05-14T00:00:00,
275910,WPGGQ,@WPGGQ,BMB5T11,WASHINGTON PRIME GROUP DEAD - DELIST.22/10/21,WASHINGTON PRI.GP.INCO.,EQ,PINC,OTC Pnk Currnt Info,USD,D,False,2014-05-14T00:00:00,2021-10-22T00:00:00
275934,ZEN,U:ZEN,BMH0MR7,ZENDESK DEAD - DELIST.22/11/22,ZENDESK INCO.,EQ,XNYS,New York SE,USD,D,False,2014-05-15T00:00:00,2022-11-22T00:00:00
275986,JMEI,U:JMEI,BKRYB34,JUMEI INTERNATIONAL HOLDING ADR 1:10 DEAD - DELIST.15/04/20,JUMEI INTL.HOLDING LTD.,ADR,XNYS,New York SE,USD,D,False,2014-05-16T00:00:00,2020-04-15T00:00:00
275989,TRUE,@TRUE,BMH0MS8,TRUECAR DEAD - DELIST.22/01/26,TRUECAR INCO.,EQ,XNGS,NASDAQ Glb Slc Mkt,USD,D,False,2014-05-16T00:00:00,2026-01-22T00:00:00
276019,CVEO,U:CVEO,BN0TDP3,CIVEO,CIVEO CORP. (PRE-MERGER),EQ,XNYS,New York SE,USD,A,True,2014-05-19T00:00:00,
276022,TBPH,@TBPH,BMNDK09,THERAVANCE BIOPHARMA,THERAVANCE BIOPHA.INCO.,EQ,XNMS,NASDAQ SE Glb Mkt,USD,A,True,2014-05-16T00:00:00,
276037,TILCF,@TILCF,BJR4579,TILL CAPITAL (OTC) DEAD - DELIST.22/07/25,TILL CAPITAL CORP.,EQ,PINL,OTC Pnk Ltd Info,USD,D,False,2014-05-20T00:00:00,2025-07-22T00:00:00
276038,TGEN,U:TGEN,BF4YJ72,TECOGEN,TECOGEN INCO.,EQ,XASE,NYSE American,USD,A,True,2014-05-20T00:00:00,
276039,DNOW,U:DNOW,BMH0MV1,DNOW,DNOW INCO.,EQ,XNYS,New York SE,USD,A,True,2014-05-20T00:00:00,
276058,TIME,U:TIME,BMM2870,TIME DEAD - DELIST.01/02/18,TIME INCO.,EQ,XNYS,New York SE,USD,D,False,2014-05-21T00:00:00,2018-02-01T00:00:00
276083,JD,@JD,BMM27D9,JD COM ADR 1:2,JD COM INCO.,ADR,XNGS,NASDAQ Glb Slc Mkt,USD,A,True,2014-05-22T00:00:00,
276084,SEMI,@SEMI,BMMV1C3,SUNEDISON SEMICONDUCTOR DEAD - DELIST.05/12/16,SUNEDISON SEMICON.LTD.,EQ,XNGS,NASDAQ Glb Slc Mkt,USD,D,False,2014-05-22T00:00:00,2016-12-05T00:00:00
276112,PE,U:PE,BMMV736,PARSLEY ENERGY CLASS A DEAD - DELIST.13/01/21,PARSLEY ENERGY INCO.,EQ,XNYS,New York SE,USD,D,False,2014-05-23T00:00:00,2021-01-13T00:00:00
276113,HRTG,U:HRTG,BMN9870,HERITAGE INSURANCE HDG.,HERITAGE IN.HDG.INCO.,EQ,XNYS,New York SE,USD,A,True,2014-05-23T00:00:00,
276115,AGRX,@AGRX,BQFHLV5,AGILE THERAPEUTICS DEAD - DELIST.27/08/24,AGILE THERAPEUTICS INCO.,EQ,OTCB,OTC - QB,USD,D,False,2014-05-23T00:00:00,2024-08-27T00:00:00
276117,SDPI,U:SDPI,BMJJVQ4,SUPERIOR DRILLING PRDS. DEAD - DELIST.01/08/24,SUPERIOR DRL.PRDS.INCO.,EQ,XASE,NYSE American,USD,D,False,2014-05-23T00:00:00,2024-08-01T00:00:00
276152,QTNTQ,@QTNTQ,BNNSZY0,QUOTIENT DEAD - DELIST.12/06/23,QUOTIENT LTD.,EQ,PINC,OTC Pnk Currnt Info,USD,D,False,2014-05-27T00:00:00,2023-06-12T00:00:00
276215,CTRE,U:CTRE,BMP8TL6,CARETRUST REIT,CARETRUST REIT INCO.,EQ,XNYS,New York SE,USD,A,True,2014-05-29T00:00:00,
276323,UDFI,@UDFI,BN65T13,UNITED DEV.FDG.IV COMMON SHARES OF BENL.INT. DEAD - DELIST.13/08/20,UNITED DEV.FDG.IV COMMON,EQ,PINI,OTC Pink No Info,USD,D,False,2014-06-04T00:00:00,2020-08-13T00:00:00
276377,RDUS,@RDUS,BM68KK1,RADIUS HEALTH DEAD - DELIST.16/08/22,RADIUS HEALTH INCO.,EQ,XNMS,NASDAQ SE Glb Mkt,USD,D,False,2014-06-06T00:00:00,2022-08-16T00:00:00
276380,ANET,U:ANET,BL9XPM3,ARISTA NETWORKS,ARISTA NETWORKS INCO.,EQ,XNYS,New York SE,USD,A,True,2014-06-06T00:00:00,
276381,NXEOU,@NXEOU,BD20XZ4,NEXEO SOLUTIONS UNIT DEAD - DELIST.01/03/19,NEXEO SOLUTIONS INCO.,EQ,XNCM,NASDAQ SE Capitl Mkt,USD,D,False,2014-06-06T00:00:00,2019-03-01T00:00:00
276439,HOFSQ,@HOFSQ,BJQTN48,HERMITAGE OFFSHORE SERVICES DEAD - DELIST.02/07/21,HRMTG.OFFS.SVS.LTD.,EQ,PINI,OTC Pink No Inform,USD,D,False,2014-06-12T00:00:00,2021-07-02T00:00:00
276478,TSEOQ,@TSEOQ,BP48297,TRINSEO,TRINSEO SA,EQ,PINL,OTC Pnk Ltd Info,USD,A,True,2014-06-12T00:00:00,
276480,MOBL,@MOBL,BN57DN0,MOBILE IRON DEAD - DELIST.02/12/20,MOBILE IRON INCO.,EQ,XNGS,NASDAQ Glb Slc Mkt,USD,D,False,2014-06-12T00:00:00,2020-12-02T00:00:00
276497,MRD,@MRD,BMSKRF9,MEMORIAL RSO.DEV. DEAD - DELIST.19/09/16,MEMORIAL RSO.DEV.CORP.,EQ,XNGS,NASDAQ Glb Slc Mkt,USD,D,False,2014-06-13T00:00:00,2016-09-19T00:00:00
276498,AY,@AY,BLP5YB5,ATLN.SUST.INFR. DEAD - DELIST.13/12/24,ATLN.SUST.INFR.PLC.,EQ,XNGS,NASDAQ Glb Slc Mkt,USD,D,False,2014-06-13T00:00:00,2024-12-13T00:00:00
276501,ASPN,U:ASPN,BN65SM7,ASPEN AEROGELS,ASPEN AEROGELS INCO.,EQ,XNYS,New York SE,USD,A,True,2014-06-13T00:00:00,
276524,RYAM,U:RYAM,BN458W9,RAYONIER ADVD.MATERIALS,RAYONIER ADMA.INCO.,EQ,XNYS,New York SE,USD,A,True,2014-06-16T00:00:00,
276541,SSEIQ,@SSEIQ,BN8KRV2,SEVENTY SEVEN ENERGY DEAD - DELIST.02/08/16,SEVENTY SEVEN EN.INCO.,EQ,PINC,OTC Pnk Current Info,USD,D,False,2014-06-17T00:00:00,2016-08-02T00:00:00
276566,VRDN,@VRDN,BMDH2B6,VIRIDIAN THERAPEUTICS ORS,VIRIDIAN THERP.INCO.,EQ,XNCM,NASDAQ SE Capitl Mkt,USD,A,True,2014-06-18T00:00:00,
276567,VNOM,@VNOM,BW0WZZ9,VIPER ENERGY A,VNOM SUB INCO.,EQ,XNGS,NASDAQ Glb Slc Mkt,USD,A,True,2014-06-18T00:00:00,
276568,ZSPH,@ZSPH,BN80240,ZS PHARMA DEAD - DELIST.18/12/15,ZS PHARMA INCO.,EQ,XNMS,NASDAQ SE Glb Mkt,USD,D,False,2014-06-18T00:00:00,2015-12-18T00:00:00
276570,PARNF,@PARNF,BNFXF87,PARNELL PHARMACEUTICALS HOLDINGS DEAD - DELIST.23/04/25,PARNELL PHARMS.HDG.LTD.,EQ,EXPM,OTC Expert Mkt,USD,D,False,2014-06-18T00:00:00,2025-04-23T00:00:00
276571,FELPQ,@FELPQ,BN8SZ12,FORESIGHT ENERGY PARTNERS UNITS DEAD - DELIST.02/07/20,FORESIGHT EN.PTNS.LP.,EQ,PINC,OTC Pnk Current Info,USD,D,False,2014-06-18T00:00:00,2020-07-02T00:00:00
276572,VRTV,U:VRTV,BNBKSP0,VERITIV DEAD - DELIST.30/11/23,VERITIV CORP.,EQ,XNYS,New York SE,USD,D,False,2014-06-18T00:00:00,2023-11-30T00:00:00
276573,CCS,U:CCS,BN7ZZ47,CENTURY COMMUNITIES,CENTURY COMMNS.INCO.,EQ,XNYS,New York SE,USD,A,True,2014-06-18T00:00:00,
276607,LRMR,@LRMR,BMXNGZ6,LARIMAR THERAPEUTICS,LARIMAR THERP.INCO.,EQ,XNMS,NASDAQ SE Glb Mkt,USD,A,True,2014-06-19T00:00:00,
276608,INFO,U:INFO,BD0Q558,IHS MARKIT DEAD - DELIST.28/02/22,IHS MARKIT LTD.,EQ,XNYS,New York SE,USD,D,False,2014-06-19T00:00:00,2022-02-28T00:00:00
276609,ARDX,@ARDX,BN89V40,ARDELYX,ARDELYX INCO.,EQ,XNMS,NASDAQ SE Glb Mkt,USD,A,True,2014-06-19T00:00:00,
276612,MTUS,U:MTUS,BNBPMX1,METALLUS,METALLUS INCO.,EQ,XNYS,New York SE,USD,A,True,2014-06-19T00:00:00,
276628,RLMD,@RLMD,BK71LV3,RELMADA THERAPEUTICS,RELMADA THERP.INCO.,EQ,XNCM,NASDAQ SE Capitl Mkt,USD,A,True,2014-06-20T00:00:00,
276629,MR,U:MR,BJFFL10,MONTAGE RESOURCES DEAD - DELIST.13/11/20,MONTAGE RESOURCES CORP.,EQ,XNYS,New York SE,USD,D,False,2014-06-20T00:00:00,2020-11-13T00:00:00
276630,KITE,@KITE,BNB7PH2,KITE PHARMA DEAD - DELIST.04/10/17,KITE PHARMA INCO.,EQ,XNGS,NASDAQ Glb Slc Mkt,USD,D,False,2014-06-20T00:00:00,2017-10-04T00:00:00
276652,BNTC,@BNTC,BS2K7D5,BENITEC BIOPHARMA,BENITEC BIOPHARMA INCO.,EQ,XNCM,NASDAQ SE Capitl Mkt,USD,A,True,2014-06-23T00:00:00,
276653,FNFV,U:FNFV,BNBRDC3,FIDELITY NAT.FINL.FNFV GP. DEAD - DELIST.20/11/17,FID.NAT.FINL.INCO.,EQ,XNYS,New York SE,USD,D,False,2014-06-23T00:00:00,2017-11-20T00:00:00
276667,XNET,@XNET,B4KRJ56,XUNLEI CL.A ADR 1:5,XUNLEI LTD.,ADR,XNGS,NASDAQ Glb Slc Mkt,USD,A,True,2014-06-24T00:00:00,
276706,IMPR,U:IMPR,BNBPM19,IMPRIVATA DEAD - DELIST.16/09/16,IMPRIVATA INCO.,EQ,XNYS,New York SE,USD,D,False,2014-06-25T00:00:00,2016-09-16T00:00:00
276708,MTLS,@MTLS,BNCBQG9,MATERIALISE ADR 1:1,MATERIALISE NV,ADR,XNGS,NASDAQ Glb Slc Mkt,USD,A,True,2014-06-25T00:00:00,
276709,AMPH,@AMPH,BNFWZS4,AMPHASTAR PHARMS.,AMPHASTAR PHARMS.INCO.,EQ,XNGS,NASDAQ Glb Slc Mkt,USD,A,True,2014-06-25T00:00:00,
276710,ADPTQ,@ADPTQ,BNBPLY5,ADEPTUS HEALTH CL.A DEAD - DELIST.02/10/17,ADEPTUS HEALTH INCO.,EQ,PINI,OTC Pink No Info,USD,D,False,2014-06-25T00:00:00,2017-10-02T00:00:00
276740,TMX,U:TMX,BMD3QK1,TERMINIX GLOBAL HOLDINGS DEAD - DELIST.12/10/22,TERMINIX GLB.HDG.INCO.,EQ,XNYS,New York SE,USD,D,False,2014-06-26T00:00:00,2022-10-12T00:00:00
276741,TCPIF,@TCPIF,BNG8PJ2,TCP INTL.HOLDINGS DEAD - DELIST.14/03/18,TCP INTL.HOLDINGS LTD.,EQ,PINI,OTC Pink No Info,USD,D,False,2014-06-26T00:00:00,2018-03-14T00:00:00
276746,GPRO,@GPRO,BMNQC35,GOPRO CL.A,GOPRO INCO.,EQ,XNGS,NASDAQ Glb Slc Mkt,USD,A,True,2014-06-26T00:00:00,
276747,GGACU,@GGACU,BNH7S11,GARNERO GROUP ACQ.UNITS DEAD - DELIST.22/07/16,GARNERO GROUP ACQ.CO.,EQ,XNCM,NASDAQ SE Capitl Mkt,USD,D,False,2014-06-26T00:00:00,2016-07-22T00:00:00
276748,OR,U:OR,BPJJWP1,OR ROYALTIES,OR ROYALTIES INCO.,EQ,XNYS,New York SE,USD,A,True,2014-06-26T00:00:00,
276766,DBRG,U:DBRG,BPW6ZP0,DIGITALBRIDGE GROUP A,DIGITALBRIDGE GP.INCO.,EQ,XNYS,New York SE,USD,A,True,2014-06-27T00:00:00,
276767,XIFR,U:XIFR,BNGY4Q0,XPLR INFRASTRUCTURE,XPLR INFRASTRUCTURE LP,EQ,XNYS,New York SE,USD,A,True,2014-06-27T00:00:00,
276768,DCUC,U:DCUC,BNN7MB3,DOMINION EN.6.375% SR.A UNIT DEAD - DELIST.03/07/17,DOMINION ENERGY INCO.,EQ,XNYS,New York SE,USD,D,False,2014-06-27T00:00:00,2017-07-03T00:00:00
276769,HSDT,@HSDT,BQB4F07,SOLANA COMPANY A,SOLANA CO.,EQ,XNCM,NASDAQ SE Capitl Mkt,USD,A,True,2014-06-27T00:00:00,
276772,MIK,@MIK,BNY8BR4,MICHAELS COMPANIES DEAD - DELIST.16/04/21,THE MICHAELS COS.INCO.,EQ,XNGS,NASDAQ Glb Slc Mkt,USD,D,False,2014-06-27T00:00:00,2021-04-16T00:00:00
276782,RESN,@RESN,BN33VS1,RESONANT DEAD - DELIST.29/03/22,RESONANT INCO.,EQ,XNCM,NASDAQ SE Capitl Mkt,USD,D,False,2014-05-29T00:00:00,2022-03-29T00:00:00
276825,NERV,@NERV,BPF0KJ8,MINERVA NEUROSCIENCES,MINERVA NURSC.INCO.,EQ,XNCM,NASDAQ SE Capitl Mkt,USD,A,True,2014-07-01T00:00:00,
276826,ISTR,@ISTR,BNGY4R1,INVESTAR HOLDING,INVESTAR HOLDING CORP.,EQ,XNMS,NASDAQ SE Glb Mkt,USD,A,True,2014-07-01T00:00:00,
276851,GBIM,@GBIM,B849495,GLOBEIMMUNE,GLOBEIMMUNE INCO.,EQ,EXPM,OTC Expert Mkt,USD,A,True,2014-07-02T00:00:00,
276916,PKKFF,@PKKFF,BNTYTB7,TENET FINTECH GROUP(OTC),TENET FINTECH GP.INCO.,EQ,OTCD,FINRA TDDS - OTCD,USD,A,True,2014-07-07T00:00:00,
276940,FWONK,@FWONK,BPLYVN5,LIBERTY MEDIA FORMULA ONE SERIES C,LBRTY.MDA.CORP.,EQ,XNGS,NASDAQ Glb Slc Mkt,USD,A,True,2014-07-08T00:00:00,
276980,DGLT,@DGLT,BYX1V26,DIGILITI MONEY GROUP DEAD - DELIST.29/04/22,DIGILITI MONEY GP.INCO.,EQ,EXPM,OTC Expert Mkt,USD,D,False,2014-07-09T00:00:00,2022-04-29T00:00:00
277027,ACB,@ACB,BSNWSY8,AURORA CANNABIS (NAS),AURORA CANNABIS INCO.,EQ,XNCM,NASDAQ SE Capitl Mkt,USD,A,True,2014-07-11T00:00:00,
277099,SBCP,@SBCP,BP4WVZ8,SUNSHINE BANCORP DEAD - DELIST.02/01/18,SUNSHINE BANCORP INCO.,EQ,XNCM,NASDAQ SE Capitl Mkt,USD,D,False,2014-07-15T00:00:00,2018-01-02T00:00:00
277104,GNK,U:GNK,BD08758,GENCO SHIP.& TRDG.,GENCO SHIP.& TRDG.LTD.,EQ,XNYS,New York SE,USD,A,True,2014-07-15T00:00:00,
277190,TFSCU,@TFSCU,BP7ZY33,1347 CAPITAL UNIT DEAD - DELIST.19/07/16,LIMBACH HOLDINGS INCO.,EQ,PINX,Pink OTC Markets,USD,D,False,2014-07-16T00:00:00,2016-07-19T00:00:00
277192,IRMD,@IRMD,BP4GNJ8,IRADIMED,IRADIMED CORPORATION,EQ,XNMS,NASDAQ SE Glb Mkt,USD,A,True,2014-07-16T00:00:00,
277209,ROKA,@ROKA,BF4YHQ7,SORRENTO TECH DEAD - DELIST.29/12/17,SORRENTO TECH INCO.,EQ,XNMS,NASDAQ SE Glb Mkt,USD,D,False,2014-07-17T00:00:00,2017-12-29T00:00:00
277211,TRTLU,@TRTLU,BP8GHY7,TERRAPIN 3 ACQUISITION UNIT DEAD - DELIST.19/12/16,TERRAPIN 3 ACQ.CORP.,EQ,XNCM,NASDAQ SE Capitl Mkt,USD,D,False,2014-07-17T00:00:00,2016-12-19T00:00:00
277212,CDNA,@CDNA,BP3YM74,CAREDX,CAREDX INCO.,EQ,XNMS,NASDAQ SE Glb Mkt,USD,A,True,2014-07-17T00:00:00,
277225,GLOB,U:GLOB,BP40HF4,GLOBANT,GLOBANT SA,EQ,XNYS,New York SE,USD,A,True,2014-07-18T00:00:00,
277226,TRUP,@TRUP,BP3YM85,TRUPANION,TRUPANION INCO.,EQ,XNMS,NASDAQ SE Glb Mkt,USD,A,True,2014-07-18T00:00:00,
277228,TUBE,@TUBE,BP41ZP3,TUBEMOGUL DEAD - DELIST.20/12/16,TUBEMOGUL INCO.,EQ,XNGS,NASDAQ Glb Slc Mkt,USD,D,False,2014-07-18T00:00:00,2016-12-20T00:00:00
277229,TERP,@TERP,BYZ1PN3,TERRAFORM POWER CL.A DEAD - DELIST.03/08/20,TERRAFORM POWER INCO.,EQ,XNGS,NASDAQ Glb Slc Mkt,USD,D,False,2014-07-18T00:00:00,2020-08-03T00:00:00
277230,SAGE,@SAGE,BP4GNK9,SAGE THERAPEUTICS DEAD - DELIST.01/08/25,SAGE THERAPEUTICS INCO.,EQ,XNMS,NASDAQ SE Glb Mkt,USD,D,False,2014-07-18T00:00:00,2025-08-01T00:00:00
277240,PGNPQ,@PGNPQ,BMTS0J7,PARAGON OFFSHORE DEAD - DELIST.18/07/17,PARAGON OFFSHORE PLC.,EQ,PINC,OTC Pnk Current Info,USD,D,False,2014-07-21T00:00:00,2017-07-18T00:00:00
277244,AST,U:AST,BP8GJ18,ASTERIAS BIOTH.SR.A DEAD - DELIST.08/03/19,ASTERIAS BIOTH.INCO.,EQ,XASE,NYSE American,USD,D,False,2014-07-21T00:00:00,2019-03-08T00:00:00
277246,MTNB,U:MTNB,BQXSP30,MATINAS BIOPHARMA HDG.,MATINAS BIOPHA.HDG.INCO.,EQ,XASE,NYSE American,USD,A,True,2014-07-21T00:00:00,
277260,BHBK,@BHBK,BP9PB07,BLUE HILLS BANCORP DEAD - DELIST.01/04/19,BLUE HILLS BANCORP INCO.,EQ,XNGS,NASDAQ Glb Slc Mkt,USD,D,False,2014-07-22T00:00:00,2019-04-01T00:00:00
277282,GGAC,@GGAC,BP9FBW9,GARNERO GP.ACQUISITION DEAD - DELIST.22/07/16,GARNERO GROUP ACQ.CO.,EQ,XNCM,NASDAQ SE Capitl Mkt,USD,D,False,2014-07-23T00:00:00,2016-07-22T00:00:00
277286,NAME,@NAME,BP8Q0Q0,RIGHTSIDE GROUP DEAD - DELIST.31/07/17,RIGHTSIDE GROUP LTD.,EQ,XNGS,NASDAQ Glb Slc Mkt,USD,D,False,2014-07-23T00:00:00,2017-07-31T00:00:00
277290,CCLD,@CCLD,BKP32B8,CARECLOUD,CARECLOUD INCO.,EQ,XNMS,NASDAQ SE Glb Mkt,USD,A,True,2014-07-23T00:00:00,
277300,TPCO,@TPCO,BGL0P16,TRIBUNE PUBLISHING DEAD - DELIST.25/05/21,TRIBUNE PUBLISHING CO.,EQ,XNMS,NASDAQ SE Glb Mkt,USD,D,False,2014-07-24T00:00:00,2021-05-25T00:00:00
277304,TSQ,U:TSQ,BP84RX0,TOWNSQUARE MEDIA CL.A,TOWNSQUARE MEDIA INCO.,EQ,XNYS,New York SE,USD,A,True,2014-07-24T00:00:00,
277311,PFNX,U:PFNX,BP41ZT7,PFENEX DEAD - DELIST.01/10/20,PFENEX INCO.,EQ,XASE,NYSE American,USD,D,False,2014-07-24T00:00:00,2020-10-01T00:00:00
277312,IMDZ,@IMDZ,BP7RS37,IMMUNE DESIGN DEAD - DELIST.03/04/19,IMMUNE DESIGN,EQ,XNMS,NASDAQ SE Glb Mkt,USD,D,False,2014-07-24T00:00:00,2019-04-03T00:00:00
277313,XENT,@XENT,BP7RS48,INTERSECT ENT DEAD - DELIST.16/05/22,INTERSECT ENT,EQ,XNMS,NASDAQ SE Glb Mkt,USD,D,False,2014-07-24T00:00:00,2022-05-16T00:00:00
277330,LOCO,@LOCO,BP857F5,EL POLLO LOCO HDG.,EL POLLO LOCO INCO.,EQ,XNGS,NASDAQ Glb Slc Mkt,USD,A,True,2014-07-25T00:00:00,
277331,WMS,U:WMS,BP7RS59,ADVANCED DRAINAGE SYS.,ADVANCED DRN.SYS.INCO.,EQ,XNYS,New York SE,USD,A,True,2014-07-25T00:00:00,
277332,OEC,U:OEC,BP8FKJ0,ORION,ORION SA,EQ,XNYS,New York SE,USD,A,True,2014-07-25T00:00:00,
277334,INNL,@INNL,BYZZ0V8,INNOCOLL HOLDINGS DEAD - DELIST.25/07/17,INNOCOLL HOLDINGS PLC.,EQ,XNMS,NASDAQ SE Glb Mkt,USD,D,False,2014-07-25T00:00:00,2017-07-25T00:00:00
277335,OCUL,@OCUL,BNZB1X8,OCULAR THERAPEUTIX,OCULAR THERAPEUTIX INCO.,EQ,XNMS,NASDAQ SE Glb Mkt,USD,A,True,2014-07-25T00:00:00,
277374,CFRXU,@CFRXU,BP96PL9,CONTRAFECT UNIT DEAD - DELIST.12/09/14,CONTRAFECT CORP.,EQ,XNCM,NASDAQ SE Capitl Mkt,USD,D,False,2014-07-29T00:00:00,2014-09-12T00:00:00
277377,VIA,@VIA,BR115X8,VIA RENEWABLES A DEAD - DELIST.14/06/24,VIA RENEWABLES INCO.,EQ,XNGS,NASDAQ Glb Slc Mkt,USD,D,False,2014-07-29T00:00:00,2024-06-14T00:00:00
277401,WLKP,U:WLKP,BP9F5H2,WESTLAKE CHEMICAL PTNS.,WESTLAKE CHM.PTNS.LP.,EQ,XNYS,New York SE,USD,A,True,2014-07-30T00:00:00,
277423,SYF,U:SYF,BP96PS6,SYNCHRONY FINANCIAL,SYNCHRONY FINANCIAL,EQ,XNYS,New York SE,USD,A,True,2014-07-31T00:00:00,
277424,CTLT,U:CTLT,BP96PQ4,CATALENT DEAD - DELIST.18/12/24,CATALENT INCO.,EQ,XNYS,New York SE,USD,D,False,2014-07-31T00:00:00,2024-12-18T00:00:00
277428,ENLV,@ENLV,BP96PT7,ENLIVEX,ENLIVEX LTD.,EQ,XNCM,NASDAQ SE Capitl Mkt,USD,A,True,2014-07-31T00:00:00,
277429,MRNS,@MRNS,BM8MVZ3,MARINUS PHARMACEUTICALS DEAD - DELIST.12/02/25,MARINUS PHARMS.INCO.,EQ,XNMS,NASDAQ SE Glb Mkt,USD,D,False,2014-07-31T00:00:00,2025-02-12T00:00:00
